payment_id,customer_id,amount,payment_method,failure_reason,previous_transactions,previous_successes,retry_count,last_attempt_hours_ago,communication_consent,customer_opted_out,customer_tenure_days,recovered
PAY_00026,CUST_0414,1170.6,card,upi_pending,15,3,0,12,True,False,588,0
PAY_00027,CUST_0806,523.85,card,none,1,1,3,24,True,False,296,1
PAY_00028,CUST_0386,2670.22,card,authentication_failed,3,1,0,24,True,False,1414,0
PAY_00029,CUST_0192,175.33,wallet,none,15,11,1,24,True,False,1112,1
PAY_00030,CUST_0956,1066.26,card,insufficient_funds,4,4,2,72,True,False,1010,0
PAY_00031,CUST_0277,1533.39,card,none,15,6,2,12,True,False,427,1
PAY_00032,CUST_0161,425.18,net_banking,none,10,2,0,2,True,False,966,1
PAY_00033,CUST_0460,586.29,upi,authentication_failed,6,5,0,48,True,False,913,0
PAY_00034,CUST_0314,1113.63,upi,none,13,9,0,24,True,False,1194,1
PAY_00035,CUST_0022,2850.06,card,bank_timeout,7,3,0,24,True,False,1171,0
PAY_00036,CUST_0253,390.38,card,insufficient_funds,1,0,0,6,True,False,1264,0
PAY_00037,CUST_0748,464.77,net_banking,bank_timeout,11,11,0,6,True,False,55,0
PAY_00038,CUST_0857,3379.85,upi,upi_pending,14,14,0,12,True,False,765,0
PAY_00039,CUST_0561,834.66,card,none,6,4,0,48,True,False,881,1
PAY_00040,CUST_0475,503.94,card,none,5,4,0,24,True,False,837,1
PAY_00041,CUST_0059,2272.61,upi,none,19,9,0,24,True,False,1323,1
PAY_00042,CUST_0511,673.04,card,none,19,11,0,6,True,False,562,1
PAY_00043,CUST_0682,3063.83,net_banking,none,13,9,0,6,True,False,725,1
PAY_00044,CUST_0476,564.69,upi,none,7,5,1,2,True,False,4,1
PAY_00045,CUST_0700,934.87,card,none,8,7,0,48,True,False,364,1
PAY_00046,CUST_0976,2821.35,card,none,14,4,3,12,True,False,1316,1
PAY_00047,CUST_0783,874.58,upi,none,19,2,0,72,False,False,1413,1
PAY_00048,CUST_0190,2335.67,upi,insufficient_funds,19,6,2,12,True,False,753,0
PAY_00049,CUST_0958,1027.06,wallet,none,12,1,0,24,True,False,1023,1
PAY_00050,CUST_0687,7956.08,upi,none,9,2,2,24,True,False,1495,1
PAY_00051,CUST_0958,5264.7,upi,expired_card,14,14,0,12,True,False,426,0
PAY_00052,CUST_0563,290.59,upi,none,6,1,1,48,True,False,399,1
PAY_00053,CUST_0876,1848.71,card,checkout_abandoned,15,15,0,72,True,False,954,1
PAY_00054,CUST_0567,484.73,card,none,13,12,1,2,True,False,304,1
PAY_00055,CUST_0244,1328.1,card,none,7,7,0,48,True,False,840,1
PAY_00056,CUST_0832,1174.23,upi,network_error,11,3,1,48,False,False,104,0
PAY_00057,CUST_0505,381.69,net_banking,bank_timeout,10,9,1,72,True,False,1355,0
PAY_00058,CUST_0131,3160.5,upi,none,1,1,2,24,True,False,364,1
PAY_00059,CUST_0485,1343.86,upi,authentication_failed,7,7,1,6,True,False,1390,0
PAY_00060,CUST_0819,824.95,card,none,18,7,0,24,True,False,1106,1
PAY_00061,CUST_0647,707.61,upi,none,3,3,0,24,True,False,567,1
PAY_00062,CUST_0021,1261.15,net_banking,none,9,8,1,48,True,False,800,1
PAY_00063,CUST_0841,1649.0,net_banking,none,5,1,0,72,False,False,676,1
PAY_00064,CUST_0167,967.8,upi,none,13,8,1,6,True,False,1109,1
PAY_00065,CUST_0274,64.55,net_banking,expired_card,16,7,0,48,True,False,1243,0
PAY_00066,CUST_0388,1115.31,card,none,16,10,0,72,True,False,368,1
PAY_00067,CUST_0601,259.44,net_banking,none,12,9,0,72,True,False,725,1
PAY_00068,CUST_0316,889.4,upi,none,18,0,0,48,True,False,715,1
PAY_00069,CUST_0014,269.19,card,expired_card,11,4,1,48,True,False,825,0
PAY_00070,CUST_0242,266.0,upi,checkout_abandoned,17,10,0,2,True,False,1266,0
PAY_00071,CUST_0777,3771.1,net_banking,bank_timeout,7,1,0,72,True,False,1186,0
PAY_00072,CUST_0346,796.25,upi,checkout_abandoned,15,9,3,24,True,False,1203,0
PAY_00073,CUST_0565,737.55,card,insufficient_funds,6,4,0,2,True,False,92,0
PAY_00074,CUST_0898,1776.72,upi,hard_decline,6,4,1,24,True,False,624,0
PAY_00075,CUST_0340,757.03,upi,network_error,18,14,0,48,True,False,169,1
PAY_00076,CUST_0092,8989.44,card,none,19,8,1,24,True,False,387,1
PAY_00077,CUST_0367,834.62,net_banking,none,20,8,0,48,True,False,1345,1
PAY_00078,CUST_0956,1579.91,card,none,19,0,0,24,True,False,101,1
PAY_00079,CUST_0455,2895.58,net_banking,none,2,2,0,12,True,False,1320,1
PAY_00080,CUST_0428,5443.91,upi,none,3,3,0,12,True,False,1009,1
PAY_00081,CUST_0509,522.17,card,none,14,11,3,24,True,False,193,1
PAY_00082,CUST_0776,722.01,card,upi_pending,4,2,0,2,True,False,1485,1
PAY_00083,CUST_0943,3922.92,upi,none,17,9,1,24,True,False,870,1
PAY_00084,CUST_0035,2465.28,card,bank_timeout,6,2,0,2,True,False,719,1
PAY_00085,CUST_0206,3213.69,card,bank_timeout,19,15,0,72,True,False,1310,1
PAY_00086,CUST_0081,279.02,card,hard_decline,9,5,0,24,True,False,1240,0
PAY_00087,CUST_0932,5156.43,card,upi_pending,4,2,0,24,True,False,1480,1
PAY_00088,CUST_0562,512.14,card,bank_timeout,7,2,0,12,True,False,963,0
PAY_00089,CUST_0872,1329.15,upi,none,4,0,0,12,True,False,975,1
PAY_00090,CUST_0388,945.56,upi,none,11,2,1,48,True,False,228,1
PAY_00091,CUST_0002,455.56,card,none,2,1,0,48,True,False,361,1
PAY_00092,CUST_0390,267.06,upi,bank_timeout,10,8,0,6,False,True,43,1
PAY_00093,CUST_0566,191.74,upi,expired_card,6,6,0,12,True,False,181,1
PAY_00094,CUST_0106,1235.24,upi,insufficient_funds,8,7,1,72,True,False,511,0
PAY_00095,CUST_0772,238.57,card,none,15,7,0,12,True,False,462,1
PAY_00096,CUST_0822,352.9,upi,none,13,1,2,2,True,False,286,1
PAY_00097,CUST_0477,881.8,card,none,2,1,0,2,True,False,1321,1
PAY_00098,CUST_0703,78.35,card,none,20,12,0,48,True,False,1061,1
PAY_00099,CUST_0402,2389.84,upi,none,1,0,0,48,False,False,1107,1
PAY_00100,CUST_0730,98.51,card,none,15,4,0,24,True,False,933,1
PAY_00101,CUST_0556,1014.98,card,insufficient_funds,7,5,1,6,True,False,257,0
PAY_00102,CUST_0162,1113.23,card,none,18,11,0,24,True,False,1241,1
PAY_00103,CUST_0202,1878.19,card,none,10,1,0,12,True,False,522,1
PAY_00104,CUST_0958,1051.86,upi,hard_decline,15,4,0,24,False,True,750,0
PAY_00105,CUST_0996,8249.5,card,none,5,3,0,12,True,False,1050,1
PAY_00106,CUST_0270,1361.47,upi,none,11,8,2,2,True,False,1275,1
PAY_00107,CUST_0863,3145.14,net_banking,none,8,0,1,48,True,False,1239,1
PAY_00108,CUST_0816,531.94,net_banking,none,8,5,0,24,True,False,657,1
PAY_00109,CUST_0271,1237.39,card,none,6,6,0,48,True,False,320,1
PAY_00110,CUST_0456,5154.21,upi,none,15,14,2,24,True,False,734,1
PAY_00111,CUST_0462,864.63,upi,none,15,11,0,72,True,False,411,1
PAY_00112,CUST_0727,1329.07,upi,none,5,5,2,72,True,False,459,1
PAY_00113,CUST_0252,2924.43,card,none,13,4,0,12,True,False,1348,1
PAY_00114,CUST_0702,522.05,upi,authentication_failed,14,11,0,24,True,False,339,1
PAY_00115,CUST_0296,126.27,card,none,11,3,1,48,True,False,228,1
PAY_00116,CUST_0725,1415.98,upi,expired_card,20,20,0,48,True,False,1260,1
PAY_00117,CUST_0720,2947.37,wallet,none,12,8,1,72,True,False,366,1
PAY_00118,CUST_0749,283.88,upi,none,20,4,0,48,False,False,434,1
PAY_00119,CUST_0338,2143.55,net_banking,bank_timeout,1,1,1,24,True,False,858,1
PAY_00120,CUST_0879,2158.06,net_banking,none,3,2,0,24,True,False,449,1
PAY_00121,CUST_0053,112.9,card,none,8,7,0,24,True,False,507,1
PAY_00122,CUST_0792,429.97,card,network_error,12,6,1,48,True,False,1300,1
PAY_00123,CUST_0922,738.17,upi,none,15,3,0,72,True,False,62,1
PAY_00124,CUST_0217,916.33,card,insufficient_funds,3,1,1,2,True,False,1355,0
PAY_00125,CUST_0764,521.58,upi,expired_card,8,4,3,24,True,False,187,0
PAY_00126,CUST_0188,494.23,upi,none,19,6,1,24,True,False,892,1
PAY_00127,CUST_0380,5834.14,card,none,20,5,1,24,True,False,851,1
PAY_00128,CUST_0493,984.8,card,none,6,4,1,48,True,False,608,1
PAY_00129,CUST_0041,547.28,card,checkout_abandoned,18,18,0,24,True,False,1345,0
PAY_00130,CUST_0157,1052.4,upi,insufficient_funds,11,9,1,12,True,False,1217,1
PAY_00131,CUST_0015,1876.36,upi,expired_card,12,2,0,24,True,False,254,0
PAY_00132,CUST_0813,1154.74,upi,none,2,1,1,24,False,False,579,1
PAY_00133,CUST_0065,892.72,upi,bank_timeout,5,5,0,24,True,False,314,1
PAY_00134,CUST_0857,572.48,upi,none,4,2,0,2,True,False,1006,1
PAY_00135,CUST_0839,565.59,upi,none,9,9,0,6,True,False,1248,1
PAY_00136,CUST_0521,603.17,upi,upi_pending,13,12,1,24,True,False,431,0
PAY_00137,CUST_0344,1538.89,net_banking,none,13,0,0,48,False,False,1380,1
PAY_00138,CUST_0129,405.78,upi,hard_decline,15,12,0,24,True,False,1451,0
PAY_00139,CUST_0648,1625.01,card,none,2,0,0,48,True,False,1416,1
PAY_00140,CUST_0472,4505.23,upi,insufficient_funds,13,1,0,72,True,False,222,0
PAY_00141,CUST_0063,1518.85,net_banking,none,7,3,0,48,True,False,1127,1
PAY_00142,CUST_0139,757.8,card,none,17,12,0,24,True,False,318,1
PAY_00143,CUST_0499,299.43,upi,none,8,2,1,12,True,False,760,1
PAY_00144,CUST_0593,5314.04,card,none,18,4,0,12,False,False,1243,1
PAY_00145,CUST_0392,340.35,upi,none,15,15,2,24,True,False,1462,1
PAY_00146,CUST_0675,2562.05,card,network_error,15,9,0,48,True,False,766,0
PAY_00147,CUST_0419,2076.66,upi,none,5,3,0,48,True,False,727,1
PAY_00148,CUST_0289,865.43,wallet,none,2,0,0,24,True,False,1193,1
PAY_00149,CUST_0379,843.05,upi,none,16,15,3,24,True,False,72,1
PAY_00150,CUST_0773,174.91,upi,none,5,5,0,24,False,False,990,1
PAY_00151,CUST_0490,1525.48,card,insufficient_funds,6,4,0,72,True,False,456,0
PAY_00152,CUST_0231,2038.41,upi,authentication_failed,12,9,2,48,True,False,1099,0
PAY_00153,CUST_0041,369.05,net_banking,none,5,0,0,48,True,False,1287,1
PAY_00154,CUST_0028,938.4,card,none,20,8,0,24,True,False,1493,1
PAY_00155,CUST_0135,1138.95,card,bank_timeout,8,2,1,12,True,False,610,0
PAY_00156,CUST_0201,1967.61,upi,none,11,1,1,2,False,False,597,1
PAY_00157,CUST_0840,1100.81,net_banking,none,14,5,1,2,True,False,837,1
PAY_00158,CUST_0780,215.66,card,none,17,11,1,2,True,False,939,1
PAY_00159,CUST_0930,645.52,upi,none,10,2,0,72,True,False,890,1
PAY_00160,CUST_0033,1372.82,upi,none,2,1,2,6,True,False,785,1
PAY_00161,CUST_0048,2544.09,upi,none,3,3,0,6,True,False,518,1
PAY_00162,CUST_0503,591.32,wallet,none,13,11,0,24,True,False,1223,1
PAY_00163,CUST_0407,9775.65,upi,none,17,12,0,24,True,False,843,1
PAY_00164,CUST_0574,164.93,card,none,3,3,1,72,True,False,1362,1
PAY_00165,CUST_0728,624.09,upi,none,10,5,1,2,True,False,38,1
PAY_00166,CUST_0805,1009.25,upi,none,8,1,0,72,True,False,319,1
PAY_00167,CUST_0099,897.17,card,none,4,4,0,12,True,False,640,1
PAY_00168,CUST_0684,319.85,wallet,expired_card,13,12,0,72,True,False,140,0
PAY_00169,CUST_0872,1716.19,card,none,7,2,3,24,False,False,1272,1
PAY_00170,CUST_0726,1589.37,net_banking,network_error,7,4,0,48,False,True,918,0
PAY_00171,CUST_0987,1150.51,card,none,16,1,0,12,True,False,427,1
PAY_00172,CUST_0547,1528.2,upi,network_error,5,2,1,24,True,False,855,1
PAY_00173,CUST_0961,717.82,upi,none,17,8,2,48,True,False,1219,1
PAY_00174,CUST_0739,217.6,card,none,10,3,1,2,True,False,215,1
PAY_00175,CUST_0613,535.59,wallet,insufficient_funds,4,0,2,2,True,False,645,0
PAY_00176,CUST_0943,1283.13,net_banking,none,14,10,1,72,True,False,541,1
PAY_00177,CUST_0462,1290.45,upi,insufficient_funds,5,4,2,24,True,False,876,0
PAY_00178,CUST_0643,1142.96,upi,none,2,1,0,72,True,False,389,1
PAY_00179,CUST_0769,1898.29,upi,checkout_abandoned,14,14,0,48,False,True,1453,0
PAY_00180,CUST_0005,613.3,net_banking,bank_timeout,18,18,1,24,True,False,152,1
PAY_00181,CUST_0218,1126.29,net_banking,hard_decline,11,8,0,6,True,False,1127,0
PAY_00182,CUST_0503,1943.2,card,none,16,15,2,72,True,False,1429,1
PAY_00183,CUST_0767,1007.38,upi,none,18,10,0,24,False,False,1312,1
PAY_00184,CUST_0398,316.3,card,bank_timeout,16,14,0,6,False,False,747,0
PAY_00185,CUST_0871,419.27,card,authentication_failed,4,2,0,48,True,False,133,0
PAY_00186,CUST_0795,2517.07,upi,hard_decline,1,1,0,6,True,False,1470,0
PAY_00187,CUST_0393,4413.72,card,none,14,2,0,48,True,False,1426,1
PAY_00188,CUST_0207,3552.06,upi,insufficient_funds,12,4,0,6,True,False,742,0
PAY_00189,CUST_0015,1383.2,upi,none,10,10,2,12,True,False,1059,1
PAY_00190,CUST_0858,329.27,net_banking,none,19,3,2,6,True,False,592,1
PAY_00191,CUST_0554,1089.69,card,none,4,1,0,6,True,False,867,1
PAY_00192,CUST_0892,5230.46,upi,none,20,8,0,24,True,False,754,1
PAY_00193,CUST_0461,2035.48,card,upi_pending,3,0,0,48,True,False,344,0
PAY_00194,CUST_0691,891.16,upi,none,4,0,0,48,True,False,484,1
PAY_00195,CUST_0575,2056.22,card,none,15,7,0,48,True,False,388,1
PAY_00196,CUST_0864,308.16,card,none,11,8,0,24,True,False,545,1
PAY_00197,CUST_0743,546.93,card,none,16,4,0,24,True,False,859,1
PAY_00198,CUST_0241,370.85,card,none,4,3,1,72,True,False,918,1
PAY_00199,CUST_0564,1753.86,upi,none,6,1,0,24,True,False,699,1
PAY_00200,CUST_0096,2239.71,upi,none,8,3,0,12,True,False,1035,1
PAY_00201,CUST_0900,940.28,card,insufficient_funds,13,1,0,24,True,False,581,0
PAY_00202,CUST_0734,458.09,upi,checkout_abandoned,20,8,1,12,True,False,1162,1
PAY_00203,CUST_0485,1075.19,card,none,4,4,1,12,True,False,131,1
PAY_00204,CUST_0407,674.13,upi,none,5,2,1,48,True,False,1423,1
PAY_00205,CUST_0231,494.64,upi,none,10,2,1,72,False,False,1275,1
PAY_00206,CUST_0749,1539.16,upi,bank_timeout,5,5,0,24,False,False,366,1
PAY_00207,CUST_0655,513.89,wallet,none,12,8,0,48,True,False,421,1
PAY_00208,CUST_0171,228.98,upi,none,1,0,1,6,True,False,424,1
PAY_00209,CUST_0541,285.97,card,none,10,4,1,24,True,False,162,1
PAY_00210,CUST_0036,220.69,upi,hard_decline,5,3,0,24,True,False,95,0
PAY_00211,CUST_0525,1404.61,upi,none,19,6,0,24,True,False,1186,1
PAY_00212,CUST_0160,1274.62,card,none,19,6,1,6,True,False,835,1
PAY_00213,CUST_0839,1212.6,card,hard_decline,20,7,0,48,True,False,1385,0
PAY_00214,CUST_0699,1973.83,card,network_error,12,10,0,48,True,False,1253,1
PAY_00215,CUST_0243,3611.79,net_banking,network_error,16,0,0,24,True,False,1140,0
PAY_00216,CUST_0086,606.52,upi,none,5,2,0,6,True,False,221,1
PAY_00217,CUST_0796,1646.62,upi,checkout_abandoned,17,8,0,2,True,False,463,0
PAY_00218,CUST_0578,225.97,net_banking,network_error,14,8,0,12,True,False,931,1
PAY_00219,CUST_0682,4353.39,upi,expired_card,12,6,1,2,True,False,681,0
PAY_00220,CUST_0557,315.82,card,network_error,13,11,0,48,False,False,1339,1
PAY_00221,CUST_0574,539.11,card,bank_timeout,14,5,1,48,True,False,1354,0
PAY_00222,CUST_0953,603.23,upi,none,5,4,1,24,True,False,657,1
PAY_00223,CUST_0646,238.35,card,none,5,4,0,72,True,False,286,1
PAY_00224,CUST_0796,1132.94,upi,insufficient_funds,18,4,0,6,True,False,1206,0
PAY_00225,CUST_0028,1358.18,upi,none,14,4,1,48,True,False,820,1
PAY_00226,CUST_0620,907.4,upi,none,18,18,0,6,False,False,456,1
PAY_00227,CUST_0556,235.04,net_banking,none,20,0,0,2,True,False,919,1
PAY_00228,CUST_0340,7969.57,upi,insufficient_funds,1,1,0,6,True,False,275,1
PAY_00229,CUST_0798,1899.28,card,none,7,7,0,72,True,False,37,1
PAY_00230,CUST_0958,15278.81,net_banking,insufficient_funds,17,17,1,24,True,False,443,1
PAY_00231,CUST_0331,490.24,card,none,3,3,1,2,True,False,875,1
PAY_00232,CUST_0640,2858.01,card,none,10,7,0,24,True,False,1060,1
PAY_00233,CUST_0506,2390.54,card,none,7,1,3,6,True,False,68,1
PAY_00234,CUST_0348,820.1,upi,none,12,7,0,2,True,False,1434,1
PAY_00235,CUST_0473,4496.48,card,none,15,9,1,48,True,False,360,1
PAY_00236,CUST_0231,731.13,card,none,16,14,1,6,True,False,1145,1
PAY_00237,CUST_0190,764.41,wallet,none,8,2,1,72,True,False,717,1
PAY_00238,CUST_0225,34.08,net_banking,checkout_abandoned,6,1,0,24,True,False,948,1
PAY_00239,CUST_0385,1650.82,net_banking,none,4,2,1,6,True,False,482,1
PAY_00240,CUST_0377,291.34,net_banking,network_error,11,11,0,12,True,False,289,1
PAY_00241,CUST_0283,632.25,card,none,17,15,0,24,True,False,90,1
PAY_00242,CUST_0958,392.99,card,none,2,1,0,12,True,False,212,1
PAY_00243,CUST_0633,760.34,net_banking,none,6,3,1,24,True,False,575,1
PAY_00244,CUST_0628,1709.37,upi,network_error,4,2,0,48,True,False,1096,1
PAY_00245,CUST_0973,1108.92,wallet,bank_timeout,3,2,0,48,True,False,848,0
PAY_00246,CUST_0745,2229.74,upi,network_error,7,0,0,48,True,False,290,1
PAY_00247,CUST_0259,3887.92,card,none,7,7,0,72,True,False,367,1
PAY_00248,CUST_0359,758.39,card,network_error,16,9,0,6,True,False,27,1
PAY_00249,CUST_0710,679.55,wallet,none,2,0,2,6,True,False,420,1
PAY_00250,CUST_0456,2857.57,upi,none,8,1,0,48,True,False,900,1
PAY_00251,CUST_0411,3093.47,card,none,15,12,0,12,True,False,1386,1
PAY_00252,CUST_0649,2299.83,card,none,16,12,1,24,True,False,1479,1
PAY_00253,CUST_0318,423.19,upi,none,1,0,1,48,True,False,805,1
PAY_00254,CUST_0677,1673.47,card,network_error,10,7,1,24,True,False,612,0
PAY_00255,CUST_0225,1223.5,card,none,7,2,1,6,True,False,472,1
PAY_00256,CUST_0819,3141.73,card,none,16,9,0,48,True,False,369,1
PAY_00257,CUST_0234,618.4,upi,none,10,5,1,48,True,False,1350,1
PAY_00258,CUST_0684,207.14,card,network_error,12,4,0,2,True,False,410,0
PAY_00259,CUST_0664,2186.89,card,none,17,8,1,24,True,False,1049,1
PAY_00260,CUST_0975,84.91,upi,none,13,10,3,24,True,False,161,1
PAY_00261,CUST_0827,527.68,upi,network_error,12,6,1,12,True,False,1219,1
PAY_00262,CUST_0374,394.18,wallet,none,15,5,1,6,True,False,1445,1
PAY_00263,CUST_0672,391.53,card,none,14,5,0,6,True,False,678,1
PAY_00264,CUST_0608,518.51,card,none,19,0,0,48,True,False,13,1
PAY_00265,CUST_0472,3704.76,upi,none,19,13,2,24,True,False,1431,1
PAY_00266,CUST_0233,2491.29,upi,network_error,14,7,0,72,True,False,1379,0
PAY_00267,CUST_0692,852.58,upi,none,18,5,0,12,True,False,1270,1
PAY_00268,CUST_0113,3407.12,upi,none,5,3,1,72,True,False,88,1
PAY_00269,CUST_0830,379.06,card,none,20,16,0,24,True,False,439,1
PAY_00270,CUST_0497,330.87,card,none,6,6,1,6,True,False,421,1
PAY_00271,CUST_0442,2600.86,card,authentication_failed,18,4,2,6,True,False,1280,0
PAY_00272,CUST_0564,1957.93,upi,none,14,12,0,24,True,False,1300,1
PAY_00273,CUST_0268,692.1,card,none,4,2,0,48,True,False,1031,1
PAY_00274,CUST_0510,352.32,upi,bank_timeout,1,1,0,48,True,False,500,1
PAY_00275,CUST_0807,4720.79,upi,insufficient_funds,13,4,2,48,True,False,246,0
PAY_00276,CUST_0386,196.35,net_banking,authentication_failed,11,11,0,6,True,False,346,0
PAY_00277,CUST_0387,602.79,card,none,3,2,0,6,True,False,1228,1
PAY_00278,CUST_0113,1378.26,card,authentication_failed,17,8,1,2,True,False,480,0
PAY_00279,CUST_0613,6648.62,upi,none,18,5,0,6,True,False,1118,1
PAY_00280,CUST_0625,1608.57,net_banking,none,10,5,0,48,True,False,898,1
PAY_00281,CUST_0952,1772.78,card,none,16,1,1,72,True,False,1334,1
PAY_00282,CUST_0081,620.56,card,network_error,13,9,3,12,True,False,520,1
PAY_00283,CUST_0699,1936.2,upi,none,20,1,0,48,True,False,430,1
PAY_00284,CUST_0113,1218.42,wallet,none,12,5,0,6,True,False,170,1
PAY_00285,CUST_0002,223.98,net_banking,none,4,3,0,12,True,False,119,1
PAY_00286,CUST_0642,2423.42,net_banking,none,8,7,1,12,False,False,758,1
PAY_00287,CUST_0220,2894.0,upi,authentication_failed,12,1,0,2,True,False,63,0
PAY_00288,CUST_0566,2448.83,upi,none,19,8,3,6,True,False,1141,1
PAY_00289,CUST_0855,1133.8,upi,none,15,12,0,24,True,False,109,1
PAY_00290,CUST_0997,421.5,upi,bank_timeout,16,15,0,24,True,False,746,1
PAY_00291,CUST_0736,108.94,net_banking,none,12,11,0,12,True,False,717,1
PAY_00292,CUST_0225,1283.12,upi,network_error,20,14,2,24,False,False,417,0
PAY_00293,CUST_0385,3235.51,upi,insufficient_funds,18,13,0,24,True,False,1349,1
PAY_00294,CUST_0403,2967.67,upi,upi_pending,12,3,0,72,True,False,892,0
PAY_00295,CUST_0638,2480.15,upi,authentication_failed,16,3,0,48,True,False,1264,1
PAY_00296,CUST_0130,1018.2,upi,none,20,3,1,72,True,False,710,1
PAY_00297,CUST_0053,3253.43,card,none,11,10,0,24,False,True,618,1
PAY_00298,CUST_0684,2763.25,card,none,20,20,1,48,True,False,252,1
PAY_00299,CUST_0730,718.64,upi,none,14,7,0,6,True,False,1210,1
PAY_00300,CUST_0672,2157.27,upi,none,2,1,2,48,True,False,738,1
PAY_00301,CUST_0710,641.65,upi,none,13,10,1,12,False,True,1437,1
PAY_00302,CUST_0416,1881.88,upi,authentication_failed,14,4,0,6,True,False,504,1
PAY_00303,CUST_0247,299.13,card,none,6,5,3,2,True,False,154,1
PAY_00304,CUST_0836,323.04,card,none,12,1,0,24,True,False,224,1
PAY_00305,CUST_0439,3159.62,card,none,7,6,1,12,True,False,598,1
PAY_00306,CUST_0203,2800.52,card,none,4,2,0,72,True,False,846,1
PAY_00307,CUST_0184,2066.5,upi,hard_decline,7,2,0,12,True,False,1442,0
PAY_00308,CUST_0123,1197.47,wallet,none,13,7,0,48,True,False,684,1
PAY_00309,CUST_0401,100.36,net_banking,none,11,0,0,12,True,False,160,1
PAY_00310,CUST_0767,1017.52,net_banking,none,8,6,0,48,True,False,1075,1
PAY_00311,CUST_0294,1727.07,upi,none,19,2,1,48,True,False,1304,1
PAY_00312,CUST_0280,642.44,net_banking,none,2,1,0,24,True,False,172,1
PAY_00313,CUST_0837,537.81,net_banking,insufficient_funds,18,14,1,24,True,False,981,0
PAY_00314,CUST_0884,4649.06,net_banking,none,10,7,1,48,True,False,332,1
PAY_00315,CUST_0610,1032.47,upi,none,6,2,1,24,True,False,1317,1
PAY_00316,CUST_0198,1728.13,card,none,4,3,1,24,True,False,66,1
PAY_00317,CUST_0982,2378.28,wallet,bank_timeout,19,12,0,24,True,False,1294,1
PAY_00318,CUST_0907,402.85,card,bank_timeout,14,6,0,12,True,False,1368,1
PAY_00319,CUST_0511,1330.36,card,none,14,11,0,12,False,True,271,1
PAY_00320,CUST_0752,4103.7,net_banking,none,18,16,2,2,True,False,1085,1
PAY_00321,CUST_0144,6763.01,upi,authentication_failed,17,15,0,48,True,False,689,1
PAY_00322,CUST_0609,1141.32,card,bank_timeout,18,8,1,48,True,False,629,1
PAY_00323,CUST_0201,864.42,card,insufficient_funds,18,5,2,6,True,False,1160,0
PAY_00324,CUST_0124,1435.15,net_banking,insufficient_funds,5,2,2,24,True,False,1002,0
PAY_00325,CUST_0187,1399.17,upi,none,9,6,0,24,False,True,259,1
PAY_00326,CUST_0326,4388.57,card,none,1,0,0,12,False,False,1280,1
PAY_00327,CUST_0464,404.89,card,authentication_failed,4,4,2,48,False,True,331,0
PAY_00328,CUST_0349,828.92,card,upi_pending,7,4,1,48,True,False,1417,0
PAY_00329,CUST_0771,358.83,card,none,11,7,1,48,True,False,783,1
PAY_00330,CUST_0660,398.58,net_banking,none,14,7,1,72,True,False,1278,1
PAY_00331,CUST_0764,1598.11,net_banking,hard_decline,10,8,1,24,True,False,267,0
PAY_00332,CUST_0955,2464.78,upi,none,19,3,0,24,True,False,794,1
PAY_00333,CUST_0932,572.84,upi,authentication_failed,8,1,1,48,True,False,1031,0
